key,en,fr,es,ar
diag_tech_div_11,RFID EVENT LOG — Sorting Centre SC-04,JOURNAL D'ÉVÉNEMENTS RFID — Centre de Tri SC-04,REGISTRO DE EVENTOS RFID — Centro de Clasificación SC-04,سجل أحداث RFID — مركز الفرز SC-04
diag_tech_span_1,Tag ID,ID de l'étiquette,ID de etiqueta,معرّف العلامة
diag_tech_span_2,Event,Événement,Evento,الحدث
diag_tech_span_3,Timestamp,Horodatage,Marca temporal,الطابع الزمني
diag_tech_span_4,Dwell,Temps de séjour,Permanencia,زمن الإقامة
diag_tech_span_5,ONE-2026-04471,ONE-2026-04471,ONE-2026-04471,ONE-2026-04471
diag_tech_span_6,ARRIVAL,ARRIVÉE,LLEGADA,الوصول
diag_tech_span_7,ONE-2026-04471,ONE-2026-04471,ONE-2026-04471,ONE-2026-04471
diag_tech_span_8,DEPARTURE,DÉPART,SALIDA,المغادرة
diag_tech_span_9,32m 46s,32m 46s,32m 46s,32د 46ث
diag_tech_span_10,ONE-2026-04892,ONE-2026-04892,ONE-2026-04892,ONE-2026-04892
diag_tech_span_11,ARRIVAL,ARRIVÉE,LLEGADA,الوصول
diag_tech_span_12,ONE-2026-04892,ONE-2026-04892,ONE-2026-04892,ONE-2026-04892
diag_tech_span_13,DEPARTURE,DÉPART,SALIDA,المغادرة
diag_tech_span_14,2h 36m,2h 36m,2h 36m,2س 36د
diag_tech_span_15,ONE-2026-05103,ONE-2026-05103,ONE-2026-05103,ONE-2026-05103
diag_tech_span_16,ARRIVAL,ARRIVÉE,LLEGADA,الوصول
diag_tech_span_17,ONE-2026-05103,ONE-2026-05103,ONE-2026-05103,ONE-2026-05103
diag_tech_span_18,DEPARTURE,DÉPART,SALIDA,المغادرة
diag_tech_span_19,26m 47s,26m 47s,26m 47s,26د 47ث
diag_tech_div_12,6 events captured · 1 anomaly flagged · Auto-sync to ONE MS at 12:00 UTC,6 événements capturés · 1 anomalie signalée · Synchronisation automatique avec ONE MS à 12:00 UTC,6 eventos capturados · 1 anomalía señalada · Sincronización automática con ONE MS a las 12:00 UTC,تم التقاط 6 أحداث · تم الإبلاغ عن شذوذ واحد · المزامنة التلقائية مع ONE MS عند 12:00 بالتوقيت العالمي
diag_tech_div_13,Technology 02,Technologie 02,Tecnología 02,التقنية 02
diag_tech_div_14,BARCODE SCAN — Agent App · Route CAP-N,LECTURE DE CODE-BARRES — Application Agent · Itinéraire CAP-N,ESCANEO DE CÓDIGO DE BARRAS — App de Agente · Ruta CAP-N,مسح الباركود — تطبيق الوكيل · المسار CAP-N
diag_tech_div_15,ONE-2026-04471,ONE-2026-04471,ONE-2026-04471,ONE-2026-04471
diag_tech_span_20,Status,Statut,Estado,الحالة
diag_tech_span_21,DELIVERY CONFIRMED,LIVRAISON CONFIRMÉE,ENTREGA CONFIRMADA,تم تأكيد التسليم
diag_tech_span_22,T delivery,Livraison T,Entrega T,تسليم T
diag_tech_span_23,14 Feb 2026 · 11:23 UTC,14 févr. 2026 · 11:23 UTC,14 Feb 2026 · 11:23 UTC,14 فبراير 2026 · 11:23 بالتوقيت العالمي
diag_tech_span_24,Route,Itinéraire,Ruta,المسار
diag_tech_span_25,Capital → North · Priority Letter,Capitale → Nord · Lettre Prioritaire,Capital → Norte · Carta Prioritaria,العاصمة → الشمال · رسالة أولوية
diag_tech_span_26,J+K result,Résultat J+K,Resultado J+K,نتيجة J+K
diag_tech_span_27,2.8 days · COMPLIANT,"2,8 jours · CONFORME",2.8 días · CUMPLE,2.8 أيام · متوافق
diag_tech_span_28,Panelist: AGT-0047,Panéliste : AGT-0047,Panelista: AGT-0047,المشارك: AGT-0047
diag_tech_span_29,GPS: 48.8566°N 2.3522°E,GPS : 48.8566°N 2.3522°E,GPS: 48.8566°N 2.3522°E,GPS: 48.8566°N 2.3522°E
diag_tech_span_30,Telegram confirmed,Télégramme confirmé,Telegrama confirmado,تم تأكيد Telegram
diag_tech_h3_2,Barcode Scanning,Lecture du code-barres,Escaneo de Código de Barras,مسح الباركود
diag_tech_p_3,"Independent panelists use the ONE Agent App — integrated with Telegram — to scan the barcode of each test item at injection and delivery. The AI assistant validates each scan in real time, captures GPS coordinates, and records the precise timestamp, eliminating manual data entry errors.","Les panélistes indépendants utilisent l’application ONE Agent — intégrée avec Telegram — pour scanner le code-barres de chaque article test à l’injection et à la livraison. L’assistant IA valide chaque scan en temps réel, capture les coordonnées GPS et enregistre l’horodatage précis, éliminant ainsi les erreurs de saisie manuelle.","Los panelistas independientes usan la aplicación ONE Agent — integrada con Telegram — para escanear el código de barras de cada artículo de prueba en la inyección y entrega. El asistente de IA valida cada escaneo en tiempo real, captura las coordenadas GPS y registra la marca de tiempo precisa, eliminando errores de entrada manual de datos.",يستخدم المشاركون المستقلون تطبيق ONE Agent — المدمج مع Telegram — لمسح باركود كل عنصر اختبار عند الحقن والتسليم. يقوم المساعد الذكي بالتحقق من كل مسح في الوقت الحقيقي، ويلتقط إحداثيات GPS، ويسجل الطابع الزمني الدقيق، مما يلغي أخطاء إدخال البيانات اليدوي.
diag_tech_div_16,Capture method,Méthode de capture,Método de captura,طريقة الالتقاط
diag_tech_div_17,Mobile barcode scan via Telegram bot — no dedicated hardware required,Scan mobile du code-barres via bot Telegram — aucun matériel dédié requis,Escaneo móvil de código de barras vía bot de Telegram — no se requiere hardware dedicado,مسح باركود عبر الهاتف المحمول بواسطة بوت Telegram — لا حاجة لأجهزة مخصصة
diag_tech_div_18,Data captured,Données capturées,Datos capturados,البيانات الملتقطة
diag_tech_div_19,"Injection timestamp (T inject), delivery timestamp (T delivery), GPS location, panelist ID","Horodatage d’injection (T inject), horodatage de livraison (T delivery), localisation GPS, ID du panéliste","Marca de tiempo de inyección (T inject), marca de tiempo de entrega (T delivery), ubicación GPS, ID del panelista",طابع زمني للحقن (T inject)، طابع زمني للتسليم (T delivery)، موقع GPS، معرف المشارك
diag_tech_div_20,Diagnostic value,Valeur diagnostique,Valor diagnóstico,القيمة التشخيصية
diag_tech_div_21,Provides the E2E transit time baseline — the primary evidence layer for J+K compliance and regulatory reporting,Fournit la base de temps de transit E2E — la couche principale de preuve pour la conformité J+K et les rapports réglementaires,Proporciona la línea base del tiempo de tránsito E2E — la capa principal de evidencia para el cumplimiento J+K y reportes regulatorios,يوفر خط الأساس لوقت العبور من البداية للنهاية (E2E) — الطبقة الأساسية للأدلة للامتثال لـ J+K والتقارير التنظيمية
diag_tech_div_22,Reports enabled,Rapports activés,Informes habilitados,التقارير الممكنة
diag_tech_div_23,E2E Dashboard · J+K Performance Report · Regulatory Compliance Report · Territory Equity Report,Tableau de bord E2E · Rapport de performance J+K · Rapport de conformité réglementaire · Rapport d’équité territoriale,Panel de Control E2E · Informe de Rendimiento J+K · Informe de Cumplimiento Regulatorio · Informe de Equidad Territorial,لوحة تحكم E2E · تقرير أداء J+K · تقرير الامتثال التنظيمي · تقرير عدالة الإقليم
diag_tech_div_24,Technology 03,Technologie 03,Tecnología 03,التقنية 03
diag_tech_h3_3,Designated Operator Database Integration,Intégration de la base de données de l’Opérateur Désigné,Integración con Base de Datos del Operador Designado,تكامل قاعدة بيانات المشغل المعين
diag_tech_p_4,"ONE MS connects directly to the Designated Operator's internal tracking and operational databases via a secure API gateway. This integration enriches the independent measurement data with the operator's own records — enabling cross-validation, anomaly detection, and a complete end-to-end audit trail that neither party can manipulate unilaterally.","ONE MS se connecte directement aux bases de données internes de suivi et opérationnelles de l’Opérateur Désigné via une passerelle API sécurisée. Cette intégration enrichit les données de mesure indépendantes avec les propres enregistrements de l’opérateur — permettant la validation croisée, la détection d’anomalies et une piste d’audit complète de bout en bout qu’aucune des parties ne peut manipuler unilatéralement.","ONE MS se conecta directamente a las bases de datos internas de seguimiento y operativas del Operador Designado mediante una pasarela API segura. Esta integración enriquece los datos de medición independientes con los registros propios del operador — permitiendo la validación cruzada, detección de anomalías y una auditoría completa de extremo a extremo que ninguna de las partes puede manipular unilateralmente.",يتصل ONE MS مباشرة بقاعدة بيانات التتبع والعمليات الداخلية للمشغل المعين عبر بوابة API آمنة. يعزز هذا التكامل بيانات القياس المستقلة بسجلات المشغل الخاصة — مما يتيح التحقق المتبادل، واكتشاف الشذوذ، ومسار تدقيق شامل من البداية للنهاية لا يمكن لأي طرف التلاعب به بشكل أحادي.
diag_tech_div_25,Integration method,Méthode d’intégration,Método de integración,طريقة التكامل
diag_tech_div_26,Secure REST API gateway — read-only access to operational tracking events and facility data,Passerelle API REST sécurisée — accès en lecture seule aux événements de suivi opérationnel et aux données des installations,Pasarela API REST segura — acceso de solo lectura a eventos de seguimiento operativos y datos de instalaciones,بوابة REST API آمنة — وصول للقراءة فقط لأحداث التتبع التشغيلية وبيانات المنشآت
diag_tech_div_27,Data captured,Données capturées,Datos capturados,البيانات الملتقطة
diag_tech_div_28,"Operator scan events, facility processing records, transport manifests, delivery confirmations","Événements de scan opérateur, enregistrements de traitement en installation, manifestes de transport, confirmations de livraison","Eventos de escaneo del operador, registros de procesamiento en instalaciones, manifiestos de transporte, confirmaciones de entrega",أحداث مسح المشغل، سجلات معالجة المنشآت، قوائم الشحن، تأكيدات التسليم
diag_tech_div_29,Diagnostic value,Valeur diagnostique,Valor diagnóstico,القيمة التشخيصية
diag_tech_div_30,Cross-validates independent measurements against operator data — identifying discrepancies that indicate process failures or data quality issues,Valide de manière croisée les mesures indépendantes avec les données de l’opérateur — identifiant les écarts indiquant des défaillances de processus ou des problèmes de qualité des données,Valida cruzadamente las mediciones independientes contra los datos del operador — identificando discrepancias que indican fallos en procesos o problemas de calidad de datos,يتحقق من صحة القياسات المستقلة مقابل بيانات المشغل — مع تحديد التباينات التي تشير إلى فشل العمليات أو مشاكل جودة البيانات
diag_tech_div_31,Reports enabled,Rapports activés,Informes habilitados,التقارير الممكنة
diag_tech_div_32,Centre Efficiency Ranking · Transport Reliability Analysis · Network Black Spots &amp; Green Lanes · Regulatory Compliance Report,Classement d’efficacité des centres · Analyse de fiabilité du transport · Points noirs &amp; voies vertes du réseau · Rapport de conformité réglementaire,Ranking de Eficiencia de Centros · Análisis de Confiabilidad de Transporte · Puntos Negros y Carriles Verdes de la Red · Informe de Cumplimiento Regulatorio,تصنيف كفاءة المركز · تحليل موثوقية النقل · النقاط السوداء والخضراء في الشبكة · تقرير الامتثال التنظيمي
diag_tech_div_33,DO API INTEGRATION — Data Sync Status,INTÉGRATION API DO — État de synchronisation des données,INTEGRACIÓN API DO — Estado de Sincronización de Datos,تكامل API للمشغل المعين — حالة تزامن البيانات
diag_tech_div_34,ONE MS,ONE MS,ONE MS,ONE MS
diag_tech_div_35,DO Tracking DB,Base de données de suivi DO,Base de Datos de Seguimiento DO,قاعدة بيانات تتبع المشغل المعين
diag_tech_span_31,Data stream,Flux de données,Flujo de datos,تدفق البيانات
diag_tech_span_32,Status,Statut,Estado,الحالة
diag_tech_span_33,Last sync,Dernière synchronisation,Última sincronización,آخر تزامن
diag_tech_span_34,Scan events,Événements de scan,Eventos de escaneo,أحداث المسح
diag_tech_span_35,LIVE,EN DIRECT,EN VIVO,مباشر
diag_tech_span_36,2m ago,Il y a 2 min,Hace 2 minutos,منذ دقيقتين
diag_tech_span_37,Facility records,Enregistrements des installations,Registros de instalaciones,سجلات المنشأة
diag_tech_span_38,LIVE,EN DIRECT,EN VIVO,مباشر
diag_tech_span_39,2m ago,Il y a 2 min,Hace 2 minutos,منذ دقيقتين
diag_tech_span_40,Transport manifests,Manifests de transport,Manifiestos de transporte,بيانات شحن النقل
diag_tech_span_41,LIVE,EN DIRECT,EN VIVO,مباشر
diag_tech_span_42,5m ago,Il y a 5 min,Hace 5 minutos,منذ 5 دقائق
diag_tech_span_43,Delivery confirmations,Confirmations de livraison,Confirmaciones de entrega,تأكيدات التسليم
diag_tech_span_44,DELAYED,EN RETARD,RETRASADO,متأخر
diag_tech_span_45,18m ago,Il y a 18 min,Hace 18 minutos,منذ 18 دقيقة
diag_tech_div_36,Cross-validation result — Last 24h,Résultat de la validation croisée — Dernières 24h,Resultado de validación cruzada — Últimas 24 h,نتيجة التحقق المتبادل — آخر 24 ساعة
diag_tech_span_46,Items matched,Articles appariés,Artículos coincidentes,العناصر المطابقة
diag_tech_span_47,Discrepancies flagged,Anomalies signalées,Discrepancias señaladas,المخالفات المعلّمة
diag_tech_span_48,4 items,4 articles,4 artículos,4 عناصر
diag_tech_span_49,Data integrity score,Score d’intégrité des données,Puntuación de integridad de datos,درجة سلامة البيانات
diag_tech_div_37,Read-only access · TLS 1.3 encrypted · Audit log retained 7 years,Accès en lecture seule · Chiffré TLS 1.3 · Journal d’audit conservé 7 ans,Acceso solo lectura · TLS 1.3 cifrado · Registro de auditoría retenido 7 años,وصول للقراءة فقط · مشفر بـ TLS 1.3 · سجل تدقيق محفوظ لمدة 7 سنوات
multicarrier_div_1,Multi-Carrier · Multi-Product,Multi-Transporteur · Multi-Produit,Multi-Carrier · Multi-Producto,متعدد الناقلين · متعدد المنتجات
multicarrier_h2_1,A fair comparison<br/>for every operator,Une comparaison équitable<br/>pour chaque opérateur,Una comparación justa<br/>para cada operador,مقارنة عادلة<br/>لكل مشغل
multicarrier_p_1,"ONE provides a complete view at every level: by carrier, by product, by route. A consistent methodology applied to all operators guarantees directly comparable results — eliminating methodological disputes before they arise.","ONE fournit une vue complète à tous les niveaux : par transporteur, par produit, par itinéraire. Une méthodologie cohérente appliquée à tous les opérateurs garantit des résultats directement comparables — éliminant les litiges méthodologiques avant qu’ils n’apparaissent.","ONE proporciona una vista completa en todos los niveles: por transportista, por producto, por ruta. Una metodología consistente aplicada a todos los operadores garantiza resultados directamente comparables — eliminando disputas metodológicas antes de que surjan.",يوفر ONE رؤية كاملة على كل مستوى: حسب الناقل، حسب المنتج، حسب المسار. منهجية متسقة مطبقة على جميع المشغلين تضمن نتائج قابلة للمقارنة مباشرة — مما يلغي النزاعات المنهجية قبل ظهورها.
multicarrier_div_2,Objective Methodology,Méthodologie objective,Metodología objetiva,منهجية موضوعية
multicarrier_div_3,"Consistent across all operators — no custom frameworks, no exceptions","Cohérente pour tous les opérateurs — pas de cadres personnalisés, pas d’exceptions","Consistente en todos los operadores — sin marcos personalizados, sin excepciones",متسقة عبر جميع المشغلين — لا أُطُر مخصصة، لا استثناءات
multicarrier_div_4,Comparable Data,Données comparables,Datos comparables,بيانات قابلة للمقارنة
multicarrier_div_5,Eliminates methodological disputes — every metric is calculated the same way,Élimine les litiges méthodologiques — chaque indicateur est calculé de la même manière,Elimina disputas metodológicas — cada métrica se calcula de la misma manera,تلغي النزاعات المنهجية — كل مقياس يُحسب بنفس الطريقة
multicarrier_div_6,Level Playing Field,Conditions équitables,Campo de juego nivelado,تكافؤ الفرص
multicarrier_div_7,Balanced market for all operators — private entrants and designated operators measured identically,Marché équilibré pour tous les opérateurs — entrants privés et opérateurs désignés mesurés de manière identique,Mercado equilibrado para todos los operadores — participantes privados y operadores designados medidos de forma idéntica,سوق متوازن لجميع المشغلين — يتم قياس المشاركين الخاصين والمشغلين المعينين بشكل متطابق
multicarrier_div_8,Evidence-Based Dialogue,Dialogue fondé sur des preuves,Diálogo basado en evidencia,حوار قائم على الأدلة
multicarrier_div_9,Regulatory discussions grounded in reliable data — decisions that hold under scrutiny,Discussions réglementaires basées sur des données fiables — décisions solides face à l’examen,Discusiones regulatorias basadas en datos fiables — decisiones que resisten el escrutinio,مناقشات تنظيمية تستند إلى بيانات موثوقة — قرارات تصمد أمام التدقيق
multicarrier_div_10,Fair Comparison,Comparaison équitable,Comparación justa,مقارنة عادلة
multicarrier_div_11,The only foundation a credible regulatory decision can rest on,La seule base sur laquelle une décision réglementaire crédible peut reposer,La única base sobre la que puede descansar una decisión regulatoria creíble,الأساس الوحيد الذي يمكن أن تستند إليه قرارات تنظيمية موثوقة
plans_p_1,Three plans designed for different stages of regulatory maturity. Annual service agreements per country. Contact the team for multi-country or regional arrangements. Pricing provided on request.,Trois plans conçus pour différents stades de maturité réglementaire. Accords annuels de service par pays. Contactez l’équipe pour des arrangements multi-pays ou régionaux. Tarification sur demande.,Tres planes diseñados para diferentes etapas de madurez regulatoria. Acuerdos anuales de servicio por país. Contacte al equipo para arreglos multi-país o regionales. Precios disponibles bajo solicitud.,ثلاث خطط مصممة لمراحل مختلفة من النضج التنظيمي. اتفاقيات خدمة سنوية لكل دولة. اتصل بالفريق لترتيبات متعددة الدول أو إقليمية. الأسعار متاحة عند الطلب.
plans_div_1,Entry Level,Niveau d’entrée,Nivel de entrada,المستوى المبتدئ
plans_div_2,Basic,Basique,Básico,أساسي
plans_div_3,Entry E2E for regulatory baseline,Entrée E2E pour référence réglementaire,Entrada E2E para línea base regulatoria,بداية E2E للخط الأساسي التنظيمي
plans_div_4,Ideal for regulators establishing a first quality baseline who need End-to-End measurement only.,Idéal pour les régulateurs établissant une première référence qualité qui ont uniquement besoin de la mesure End-to-End.,Ideal para reguladores que establecen una primera línea base de calidad y que necesitan solo medición End-to-End.,مثالي للجهات التنظيمية التي تؤسس خطًا أساسيًا أوليًا للجودة وتحتاج إلى قياس End-to-End فقط.
plans_div_5,Included,Inclus,Incluido,مشمول
plans_div_6,+ Extra licences &amp; additional reports: quoted on request,+ Licences supplémentaires &amp; rapports additionnels : devis sur demande,+ Licencias extra y reportes adicionales: cotizados bajo solicitud,+ تراخيص إضافية وتقارير إضافية: الأسعار حسب الطلب
plans_a_1,Request Information,Demander des informations,Solicitar información,طلب معلومات
plans_div_7,Most Popular,Le plus populaire,Más popular,الأكثر شعبية
plans_div_8,Full Regulatory Programme,Programme réglementaire complet,Programa regulatorio completo,برنامج تنظيمي كامل
plans_div_9,Standard,Standard,Estándar,قياسي
plans_div_10,Full E2E &amp; Diagnostic baseline,Référence complète E2E &amp; diagnostic,Línea base completa E2E y diagnóstica,خط أساسي كامل لـ E2E والتشخيص
plans_div_11,Ideal for regulators overseeing multiple operators and requiring network diagnostic capabilities.,Idéal pour les régulateurs supervisant plusieurs opérateurs et nécessitant des capacités de diagnostic réseau.,Ideal para reguladores que supervisan múltiples operadores y requieren capacidades diagnósticas de red.,مثالي للجهات التنظيمية التي تشرف على عدة مشغلين وتتطلب قدرات تشخيص الشبكة.
plans_div_12,"All Basic features, plus","Toutes les fonctionnalités Basique, plus","Todas las características básicas, más",جميع ميزات الخطة الأساسية، بالإضافة إلى
plans_div_13,"+ Extra licences, RFID tags, additional reports, DO API: quoted on request","+ Licences supplémentaires, étiquettes RFID, rapports additionnels, API DO : devis sur demande","+ Licencias extra, etiquetas RFID, reportes adicionales, API DO: cotizados bajo solicitud",+ تراخيص إضافية، علامات RFID، تقارير إضافية، واجهة برمجة تطبيقات DO: الأسعار حسب الطلب
plans_a_2,Schedule a Meeting,Planifier une réunion,Programar una Reunión,جدولة اجتماع
plans_div_14,Large-Scale Programme,Programme à grande échelle,Programa a Gran Escala,برنامج واسع النطاق
plans_div_15,Services,Services,Servicios,الخدمات
plans_div_16,Full plan with added-value UPU services,Plan complet avec services UPU à valeur ajoutée,Plan completo con servicios UPU de valor añadido,خطة كاملة مع خدمات UPU ذات القيمة المضافة
plans_div_17,"Ideal for large-scale programmes needing full integration, seasonal campaigns, and unlimited licences.","Idéal pour les programmes à grande échelle nécessitant une intégration complète, des campagnes saisonnières et des licences illimitées.","Ideal para programas a gran escala que requieren integración total, campañas estacionales y licencias ilimitadas.",مثالي للبرامج واسعة النطاق التي تحتاج إلى تكامل كامل، الحملات الموسمية، والتراخيص غير المحدودة.
plans_div_18,"All Standard features, plus","Toutes les fonctionnalités Standard, plus","Todas las funciones estándar, más",جميع الميزات القياسية، بالإضافة إلى
plans_div_19,+ RFID tags &amp; additional reports: quoted on request (lowest rate),+ Étiquettes RFID & rapports supplémentaires : devis sur demande (tarif le plus bas),+ Etiquetas RFID y reportes adicionales: cotizados bajo solicitud (tarifa más baja),+ علامات RFID وتقارير إضافية: يتم تقديم السعر عند الطلب (أدنى سعر)
plans_a_3,Request Information,Demander des informations,Solicitar Información,طلب معلومات
global_div_18,"Review national priorities, infrastructure, operators, and budget. We scope the right solution before any commitment.","Revoir les priorités nationales, l'infrastructure, les opérateurs et le budget. Nous définissons la solution adaptée avant tout engagement.","Revisar prioridades nacionales, infraestructura, operadores y presupuesto. Definimos la solución adecuada antes de cualquier compromiso.",مراجعة الأولويات الوطنية، البنية التحتية، المشغلين، والميزانية. نقوم بتحديد الحل المناسب قبل أي التزام.
global_div_19,Country-specific demonstration. Define initial scope (Phase 0). Align with postal operators on quality goals.,Démonstration spécifique au pays. Définir le périmètre initial (Phase 0). S'aligner avec les opérateurs postaux sur les objectifs de qualité.,Demostración específica para el país. Definir alcance inicial (Fase 0). Alinear con operadores postales en objetivos de calidad.,عرض توضيحي خاص بالدولة. تحديد النطاق الأولي (المرحلة 0). التنسيق مع مشغلي البريد بشأن أهداف الجودة.
global_div_20,Implement data-driven oversight. Generate compliance reports. Strengthen the overall postal system.,Mettre en œuvre une supervision basée sur les données. Générer des rapports de conformité. Renforcer le système postal global.,Implementar supervisión basada en datos. Generar informes de cumplimiento. Fortalecer el sistema postal en general.,تنفيذ الرقابة المعتمدة على البيانات. إنشاء تقارير الامتثال. تعزيز النظام البريدي الشامل.
contact_h2_1,You see the need.<br/>Take action.,Vous voyez le besoin.<br/>Passez à l'action.,Usted ve la necesidad.<br/>Tome acción.,أنت ترى الحاجة.<br/>اتخذ إجراءً.
contact_p_1,The ONE Solutions team is ready to discuss your country's specific needs — from initial scoping through to full implementation.,L'équipe ONE Solutions est prête à discuter des besoins spécifiques de votre pays — de la définition initiale à la mise en œuvre complète.,El equipo de ONE Solutions está listo para discutir las necesidades específicas de su país — desde el alcance inicial hasta la implementación completa.,فريق ONE Solutions جاهز لمناقشة احتياجات بلدك الخاصة — من تحديد النطاق الأولي وحتى التنفيذ الكامل.
contact_div_1,Ignacio Fernández,Ignacio Fernández,Ignacio Fernández,إغناسيو فرنانديز
contact_div_2,ONE Solutions Manager · Universal Postal Union,Responsable ONE Solutions · Universal Postal Union,Gerente de ONE Solutions · Universal Postal Union,مدير ONE Solutions · الاتحاد البريدي العالمي
contact_a_1,"<svg fill=""none"" height=""15"" viewbox=""0 0 15 15"" width=""15""><rect height=""10"" rx=""1.5"" stroke=""#003087"" stroke-width=""1.3"" width=""13"" x=""1"" y=""2.5""></rect><path d=""M1 5l6.5 4.5L14 5"" stroke=""#003087"" stroke-width=""1.3""></path></svg>
              ignacio.fernandez@upu.int","<svg fill=""none"" height=""15"" viewbox=""0 0 15 15"" width=""15""><rect height=""10"" rx=""1.5"" stroke=""#003087"" stroke-width=""1.3"" width=""13"" x=""1"" y=""2.5""></rect><path d=""M1 5l6.5 4.5L14 5"" stroke=""#003087"" stroke-width=""1.3""></path></svg>","<svg fill=""none"" height=""15"" viewbox=""0 0 15 15"" width=""15""><rect height=""10"" rx=""1.5"" stroke=""#003087"" stroke-width=""1.3"" width=""13"" x=""1"" y=""2.5""></rect><path d=""M1 5l6.5 4.5L14 5"" stroke=""#003087"" stroke-width=""1.3""></path></svg>","<svg fill=""none"" height=""15"" viewbox=""0 0 15 15"" width=""15""><rect height=""10"" rx=""1.5"" stroke=""#003087"" stroke-width=""1.3"" width=""13"" x=""1"" y=""2.5""></rect><path d=""M1 5l6.5 4.5L14 5"" stroke=""#003087"" stroke-width=""1.3""></path></svg>"
contact_a_2,"<svg fill=""none"" height=""14"" viewbox=""0 0 14 14"" width=""14""><rect height=""8"" rx=""1.5"" stroke=""currentColor"" stroke-width=""1.2"" width=""9"" x=""1"" y=""3""></rect><path d=""M10 5.5l3-2v7l-3-2"" stroke=""currentColor"" stroke-linejoin=""round"" stroke-width=""1.2""></path></svg>
              Call on Microsoft Teams","<svg fill=""none"" height=""14"" viewbox=""0 0 14 14"" width=""14""><rect height=""8"" rx=""1.5"" stroke=""currentColor"" stroke-width=""1.2"" width=""9"" x=""1"" y=""3""></rect><path d=""M10 5.5l3-2v7l-3-2"" stroke=""currentColor"" stroke-linejoin=""round"" stroke-width=""1.2""></path></svg>","<svg fill=""none"" height=""14"" viewbox=""0 0 14 14"" width=""14""><rect height=""8"" rx=""1.5"" stroke=""currentColor"" stroke-width=""1.2"" width=""9"" x=""1"" y=""3""></rect><path d=""M10 5.5l3-2v7l-3-2"" stroke=""currentColor"" stroke-linejoin=""round"" stroke-width=""1.2""></path></svg>","<svg fill=""none"" height=""14"" viewbox=""0 0 14 14"" width=""14""><rect height=""8"" rx=""1.5"" stroke=""currentColor"" stroke-width=""1.2"" width=""9"" x=""1"" y=""3""></rect><path d=""M10 5.5l3-2v7l-3-2"" stroke=""currentColor"" stroke-linejoin=""round"" stroke-width=""1.2""></path></svg>"
contact_div_3,Houssem Gharbi,Houssem Gharbi,Houssem Gharbi,حسام غربي
contact_div_4,Technical Account Manager · Universal Postal Union,Responsable technique de compte · Universal Postal Union,Gerente Técnico de Cuenta · Universal Postal Union,مدير الحسابات الفنية · الاتحاد البريدي العالمي
contact_a_3,"<svg fill=""none"" height=""15"" viewbox=""0 0 15 15"" width=""15""><rect height=""10"" rx=""1.5"" stroke=""#003087"" stroke-width=""1.3"" width=""13"" x=""1"" y=""2.5""></rect><path d=""M1 5l6.5 4.5L14 5"" stroke=""#003087"" stroke-width=""1.3""></path></svg>
              gharbiho@upu.int","<svg fill=""none"" height=""15"" viewbox=""0 0 15 15"" width=""15""><rect height=""10"" rx=""1.5"" stroke=""#003087"" stroke-width=""1.3"" width=""13"" x=""1"" y=""2.5""></rect><path d=""M1 5l6.5 4.5L14 5"" stroke=""#003087"" stroke-width=""1.3""></path></svg>","<svg fill=""none"" height=""15"" viewbox=""0 0 15 15"" width=""15""><rect height=""10"" rx=""1.5"" stroke=""#003087"" stroke-width=""1.3"" width=""13"" x=""1"" y=""2.5""></rect><path d=""M1 5l6.5 4.5L14 5"" stroke=""#003087"" stroke-width=""1.3""></path></svg>","<svg fill=""none"" height=""15"" viewbox=""0 0 15 15"" width=""15""><rect height=""10"" rx=""1.5"" stroke=""#003087"" stroke-width=""1.3"" width=""13"" x=""1"" y=""2.5""></rect><path d=""M1 5l6.5 4.5L14 5"" stroke=""#003087"" stroke-width=""1.3""></path></svg>"
contact_a_4,"<svg fill=""none"" height=""14"" viewbox=""0 0 14 14"" width=""14""><rect height=""8"" rx=""1.5"" stroke=""currentColor"" stroke-width=""1.2"" width=""9"" x=""1"" y=""3""></rect><path d=""M10 5.5l3-2v7l-3-2"" stroke=""currentColor"" stroke-linejoin=""round"" stroke-width=""1.2""></path></svg>
              Call on Microsoft Teams","<svg fill=""none"" height=""14"" viewbox=""0 0 14 14"" width=""14""><rect height=""8"" rx=""1.5"" stroke=""currentColor"" stroke-width=""1.2"" width=""9"" x=""1"" y=""3""></rect><path d=""M10 5.5l3-2v7l-3-2"" stroke=""currentColor"" stroke-linejoin=""round"" stroke-width=""1.2""></path></svg>","<svg fill=""none"" height=""14"" viewbox=""0 0 14 14"" width=""14""><rect height=""8"" rx=""1.5"" stroke=""currentColor"" stroke-width=""1.2"" width=""9"" x=""1"" y=""3""></rect><path d=""M10 5.5l3-2v7l-3-2"" stroke=""currentColor"" stroke-linejoin=""round"" stroke-width=""1.2""></path></svg>","<svg fill=""none"" height=""14"" viewbox=""0 0 14 14"" width=""14""><rect height=""8"" rx=""1.5"" stroke=""currentColor"" stroke-width=""1.2"" width=""9"" x=""1"" y=""3""></rect><path d=""M10 5.5l3-2v7l-3-2"" stroke=""currentColor"" stroke-linejoin=""round"" stroke-width=""1.2""></path></svg>"
global_div_21,UPU · ONE Solutions,UPU · ONE Solutions,UPU · ONE Solutions,UPU · ONE Solutions
global_a_1,upu.int,upu.int,upu.int,upu.int
